2.10075 4.60073e-08 0.000375 1.00167e-08
2.11009 8.01557e-08 0.0003765 1.00196e-08
2.12011 8.90055e-08 0.000378 1.0023e-08
2.12979 8.63255e-08 0.0003795 1.0027e-08
2.13974 9.84404e-08 0.000381 1.00317e-08
2.15096 1.47426e-07 0.0003825 1.00372e-08
2.15999 1.4771e-07 0.000384 1.00437e-08
2.17028 1.75737e-07 0.0003855 1.00513e-08
2.17993 1.91981e-07 0.000387 1.00602e-08
2.18957 2.37402e-07 0.0003885 1.00707e-08
2.19978 2.77895e-07 0.00039 1.00829e-08
2.20976 3.18012e-07 0.0003915 1.00973e-08
2.22011 3.84419e-07 0.000393 1.01142e-08
2.22997 4.4347e-07 0.0003945 1.01341e-08
2.24015 5.26683e-07 0.000396 1.01574e-08
2.24975 6.18174e-07 0.0003975 1.01847e-08
2.25968 7.35362e-07 0.000399 1.02168e-08
2.27023 8.48593e-07 0.0004005 1.02544e-08
2.27982 1.00525e-06 0.000402 1.02986e-08
2.28945 1.16903e-06 0.0004035 1.03504e-08
2.30047 1.37243e-06 0.000405 1.04113e-08
2.30971 1.62334e-06 0.0004065 1.04827e-08
2.31922 1.89289e-06 0.000408 1.05665e-08
2.33 2.23247e-06 0.0004095 1.06648e-08
2.33954 2.59886e-06 0.000411 1.07803e-08
2.34971 3.05646e-06 0.0004125 1.09157e-08
2.35962 3.58107e-06 0.000414 1.10747e-08
2.3703 4.20842e-06 0.0004155 1.12613e-08
2.38024 4.93002e-06 0.000417 1.14803e-08
2.39021 5.79983e-06 0.0004185 1.17373e-08
2.40032 6.81172e-06 0.00042 1.20389e-08
2.4099 7.98536e-06 0.0004215 1.23929e-08
2.4207 9.3621e-06 0.000423 1.28083e-08
2.42993 1.0979e-05 0.0004245 1.32959e-08
2.43938 1.28881e-05 0.000426 1.38681e-08
2.44994 1.51174e-05 0.0004275 1.45396e-08
2.46014 1.77313e-05 0.000429 1.53277e-08
2.46936 2.08493e-05 0.0004305 1.62527e-08
2.47956 2.44604e-05 0.000432 1.73382e-08
2.48947 2.86935e-05 0.0004335 1.86122e-08
2.50039 3.37296e-05 0.000435 2.01073e-08
2.50981 3.95621e-05 0.0004365 2.1862e-08
2.51975 4.64223e-05 0.000438 2.39213e-08
2.53009 5.4526e-05 0.0004395 2.63382e-08
2.5391 6.39328e-05 0.000441 2.91746e-08
2.54984 7.50537e-05 0.0004425 3.25035e-08
2.5604 8.80226e-05 0.000444 3.64103e-08
2.5693 0.00010336 0.0004455 4.09953e-08
2.57947 0.000121284 0.000447 4.63763e-08
2.58963 0.000142356 0.0004485 5.26915e-08
2.59988 0.000167009 0.00045 6.01031e-08
2.60972 0.000195967 0.0004515 6.88014e-08
2.61926 0.000229998 0.000453 7.90097e-08
2.63006 0.000269987 0.0004545 9.09904e-08
2.63989 0.000316918 0.000456 1.05051e-07
2.64973 0.000371854 0.0004575 1.21552e-07
2.65919 0.000436396 0.000459 1.40919e-07
2.66968 0.000512095 0.0004605 1.63647e-07
2.68071 0.00060075 0.000462 1.90322e-07
2.6896 0.000705206 0.0004635 2.21627e-07
2.70042 0.000827351 0.000465 2.58367e-07
2.70953 0.000971799 0.0004665 3.01485e-07
2.71932 0.00114041 0.000468 3.52089e-07
2.73059 0.00133782 0.0004695 4.11478e-07
2.74073 0.0015702 0.000471 4.81178e-07
